"","SYMBOL","GENEID"
"3554","SLC22A3","ENSG00000146477"
"3555","GRAPL","ENSG00000189152"
"3556","NAALAD2","ENSG00000077616"
"3557","COL9A1","ENSG00000112280"
"3558","MTTP","ENSG00000138823"
"3559","DTX3","ENSG00000178498"
"3560","ALKBH4","ENSG00000160993"
"3561","OSBPL3","ENSG00000070882"
"3562","CCDC112","ENSG00000164221"
"3563","SLC39A3","ENSG00000141873"
"3564","USP43","ENSG00000154914"
"3565","RNF125","ENSG00000101695"
"3566","IL17C","ENSG00000124391"
"3567","MAP3K6","ENSG00000142733"
"3568","TAS2R4","ENSG00000127364"
"3569","TEKT5","ENSG00000153060"
"3570","EQTN","ENSG00000120160"
"3571","NPIPA7","ENSG00000214967"
"3572","TOP2A","ENSG00000131747"
"3573","NQO1","ENSG00000181019"
"3574","FBXO15","ENSG00000141665"
"3575","CYTH3","ENSG00000008256"
"3576","PDLIM7","ENSG00000196923"
"3577","RILPL1","ENSG00000188026"
"3578","ALK","ENSG00000171094"
"3579","SNURF","ENSG00000273173"
"3580","BBS10","ENSG00000179941"
"3581","GFI1B","ENSG00000165702"
"3582","ARHGEF35","ENSG00000213214"
"3583","CD177","ENSG00000204936"
"3584","PPP1R14C","ENSG00000198729"
"3585","CMTM3","ENSG00000140931"
"3586","COL13A1","ENSG00000197467"
"3587","LINC00116","ENSG00000175701"
"3588","P2RY1","ENSG00000169860"
"3589","ASB15","ENSG00000146809"
"3590","RBKS","ENSG00000171174"
"3591","C15orf52","ENSG00000188549"
"3592","ZBED8","ENSG00000221886"
"3593","HIST1H4C","ENSG00000197061"
"3594","FAM188B","ENSG00000106125"
"3595","DPY19L1","ENSG00000173852"
"3596","ST3GAL4","ENSG00000110080"
"3597","BCL9L","ENSG00000186174"
"3598","HP","ENSG00000257017"
"3599","KLHL31","ENSG00000124743"
"3600","GPT","ENSG00000167701"
"3601","CMTM5","ENSG00000166091"
"3602","PPM1J","ENSG00000155367"
"3603","TXNDC2","ENSG00000168454"
"3604","PRR34","ENSG00000182257"
"3605","LIPC","ENSG00000166035"
"3606","CHD3","ENSG00000170004"
"3607","ZNF234","ENSG00000263002"
"3608","LGALS3BP","ENSG00000108679"
"3609","PPIE","ENSG00000084072"
"3610","MELK","ENSG00000165304"
"3611","SLC1A3","ENSG00000079215"
"3612","KLF11","ENSG00000172059"
"3613","ZNF418","ENSG00000196724"
"3614","SHH","ENSG00000164690"
"3615","MMP11","ENSG00000099953"
"3616","KCNJ5","ENSG00000120457"
"3617","KCNMB4","ENSG00000135643"
"3618","C2orf81","ENSG00000159239"
"3619","FOXR1","ENSG00000176302"
"3620","MEGF6","ENSG00000162591"
"3621","ZNF860","ENSG00000197385"
"3622","FPGT-TNNI3K","ENSG00000259030"
"3623","SYT13","ENSG00000019505"
"3624","C4orf48","ENSG00000243449"
"3625","TMEM132B","ENSG00000139364"
"3626","SGCA","ENSG00000108823"
"3627","KLK15","ENSG00000174562"
"3628","NOTCH3","ENSG00000074181"
"3629","SH3D19","ENSG00000109686"
"3630","CA14","ENSG00000118298"
"3631","AC022431.2","ENSG00000225940"
"3632","ADSSL1","ENSG00000185100"
"3633","SLC8A3","ENSG00000100678"
"3634","PIGM","ENSG00000143315"
"3635","IL23A","ENSG00000110944"
"3636","FBXO2","ENSG00000116661"
"3637","NHS","ENSG00000188158"
"3638","PEG3","ENSG00000198300"
"3639","S1PR4","ENSG00000125910"
"3640","TLR10","ENSG00000174123"
"3641","CLVS1","ENSG00000177182"
"3642","KIR2DL1","ENSG00000125498"
"3643","DGKI","ENSG00000157680"
"3644","CYP2A6","ENSG00000255974"
"3645","LONRF3","ENSG00000175556"
"3646","ITLN2","ENSG00000158764"
"3647","NCOA7","ENSG00000111912"
"3648","OR52N1","ENSG00000181001"
"3649","HOXA10","ENSG00000253293"
"3650","CAPN11","ENSG00000137225"
"3651","SKIL","ENSG00000136603"
"3652","ATP8A2","ENSG00000132932"
"3653","PKIG","ENSG00000168734"
"3654","CCNB3","ENSG00000147082"
"3655","TSSK4","ENSG00000139908"
"3656","LRWD1","ENSG00000161036"
"3657","PROZ","ENSG00000126231"
"3658","C5orf58","ENSG00000234511"
"3659","LSR","ENSG00000105699"
"3660","LRRC9","ENSG00000131951"
"3661","ZNF365","ENSG00000138311"
"3662","RAB44","ENSG00000255587"
"3663","LPAR4","ENSG00000147145"
"3664","LRRC34","ENSG00000171757"
"3665","CD6","ENSG00000013725"
"3666","TCF7L2","ENSG00000148737"
"3667","PLEKHA6","ENSG00000143850"
"3668","LSMEM1","ENSG00000181016"
"3669","ACTN2","ENSG00000077522"
"3670","SEPT3","ENSG00000100167"
"3671","CRB1","ENSG00000134376"
"3672","C4orf50","ENSG00000181215"
"3673","SLC15A2","ENSG00000163406"
"3674","ZNF80","ENSG00000174255"
"3675","ORM2","ENSG00000228278"
"3676","ADARB2","ENSG00000185736"
"3677","ZFP3","ENSG00000180787"
"3678","KANK4","ENSG00000132854"
"3679","UBE2S","ENSG00000108106"
"3680","C1orf100","ENSG00000173728"
"3681","KLHDC7B","ENSG00000130487"
"3682","EGFL7","ENSG00000172889"
"3683","S100A4","ENSG00000196154"
"3684","RBMS1","ENSG00000153250"
"3685","C11orf53","ENSG00000150750"
"3686","C6orf223","ENSG00000181577"
"3687","FNDC3A","ENSG00000102531"
"3688","SLC34A2","ENSG00000157765"
"3689","HOXA2","ENSG00000105996"
"3690","PCDHGA3","ENSG00000254245"
"3691","PLIN2","ENSG00000147872"
"3692","NDRG4","ENSG00000103034"
"3693","GREM2","ENSG00000180875"
"3694","SPAG1","ENSG00000104450"
"3695","DHFRL1","ENSG00000178700"
"3696","LYST","ENSG00000143669"
"3697","CD27","ENSG00000139193"
"3698","CHRNA5","ENSG00000169684"
"3699","GRM1","ENSG00000152822"
"3700","PLK3","ENSG00000173846"
"3701","ELFN1","ENSG00000225968"
"3702","CLCA4","ENSG00000016602"
"3703","IFNB1","ENSG00000171855"
"3704","VTCN1","ENSG00000134258"
"3705","AQP8","ENSG00000103375"
"3706","C9orf84","ENSG00000165181"
"3707","C1orf204","ENSG00000188004"
"3708","SLAMF8","ENSG00000158714"
"3709","OAS1","ENSG00000089127"
"3710","HHLA2","ENSG00000114455"
"3711","GPR137C","ENSG00000180998"
"3712","PKMYT1","ENSG00000127564"
"3713","CFAP45","ENSG00000213085"
"3714","PRICKLE1","ENSG00000139174"
"3715","MTX3","ENSG00000177034"
"3716","DSCC1","ENSG00000136982"
"3717","KCNJ11","ENSG00000187486"
"3718","ACOT12","ENSG00000172497"
"3719","SLC6A9","ENSG00000196517"
"3720","PRSS36","ENSG00000178226"
"3721","CDKL1","ENSG00000100490"
"3722","C14orf80","ENSG00000185347"
"3723","OR2L2","ENSG00000203663"
"3724","EFCAB6","ENSG00000186976"
"3725","HJURP","ENSG00000123485"
"3726","ADAMTS15","ENSG00000166106"
"3727","PTCHD1","ENSG00000165186"
"3728","PZP","ENSG00000126838"
"3729","H2AFJ","ENSG00000246705"
"3730","GPR31","ENSG00000120436"
"3731","WDR92","ENSG00000243667"
"3732","PAGE2B","ENSG00000238269"
"3733","RCAN1","ENSG00000159200"
"3734","KRT8","ENSG00000170421"
"3735","C1orf194","ENSG00000179902"
"3736","PILRB","ENSG00000121716"
"3737","LAMB2","ENSG00000172037"
"3738","SPATA22","ENSG00000141255"
"3739","SLC30A3","ENSG00000115194"
"3740","ANXA3","ENSG00000138772"
"3741","TRIM72","ENSG00000177238"
"3742","AMOTL1","ENSG00000166025"
"3743","RAB40B","ENSG00000141542"
"3744","GSTM4","ENSG00000168765"
"3745","ZNF880","ENSG00000221923"
"3746","CD34","ENSG00000174059"
"3747","APOB","ENSG00000084674"
"3748","HIST2H2AC","ENSG00000184260"
"3749","STARD5","ENSG00000172345"
"3750","DUSP1","ENSG00000120129"
"3751","CLN8","ENSG00000182372"
"3752","SPAG6","ENSG00000077327"
"3753","SLC29A2","ENSG00000174669"
"3754","ZNF572","ENSG00000180938"
"3755","APOC1","ENSG00000130208"
"3756","VAT1","ENSG00000108828"
"3757","NR1D1","ENSG00000126368"
"3758","CCR8","ENSG00000179934"
"3759","DEXI","ENSG00000182108"
"3760","ADCY3","ENSG00000138031"
"3761","SALL4","ENSG00000101115"
"3762","FCGR1B","ENSG00000198019"
"3763","GYPA","ENSG00000170180"
"3764","ALDOB","ENSG00000136872"
"3765","VNN3","ENSG00000093134"
"3766","MEF2C","ENSG00000081189"
"3767","APOBEC3C","ENSG00000244509"
"3768","DTL","ENSG00000143476"
"3769","PTK6","ENSG00000101213"
"3770","USH2A","ENSG00000042781"
"3771","YPEL5","ENSG00000119801"
"3772","CCNO","ENSG00000152669"
"3773","SSX2IP","ENSG00000117155"
"3774","FAM110B","ENSG00000169122"
"3775","SIGIRR","ENSG00000185187"
"3776","SCGB3A1","ENSG00000161055"
"3777","CTAGE9","ENSG00000236761"
"3778","PLEK","ENSG00000115956"
"3779","ZPBP2","ENSG00000186075"
"3780","RNF222","ENSG00000189051"
"3781","SLC7A3","ENSG00000165349"
"3782","ZNF630","ENSG00000221994"
"3783","MEOX1","ENSG00000005102"
"3784","FOXI1","ENSG00000168269"
"3785","LHPP","ENSG00000107902"
"3786","KLHL29","ENSG00000119771"
"3787","IQGAP3","ENSG00000183856"
"3788","ANKRD24","ENSG00000089847"
"3789","PRSS45","ENSG00000188086"
"3790","TPD52","ENSG00000076554"
"3791","IFRD1","ENSG00000006652"
"3792","RHOXF1","ENSG00000101883"
"3793","GRAMD3","ENSG00000155324"
"3794","FRMD4A","ENSG00000151474"
"3795","GLA","ENSG00000102393"
"3796","CDH24","ENSG00000139880"
"3797","FANK1","ENSG00000203780"
"3798","KLF8","ENSG00000102349"
"3799","CLEC1B","ENSG00000165682"
"3800","TRAK2","ENSG00000115993"
"3801","GRM4","ENSG00000124493"
"3802","GJA4","ENSG00000187513"
"3803","NYNRIN","ENSG00000205978"
"3804","SUV420H2","ENSG00000133247"
"3805","EPS8L2","ENSG00000177106"
"3806","ITGB1","ENSG00000150093"
"3807","KCNMB3","ENSG00000171121"
"3808","SUSD2","ENSG00000099994"
"3809","NWD1","ENSG00000188039"
"3810","SH3RF2","ENSG00000156463"
"3811","PSAT1","ENSG00000135069"
"3812","ROGDI","ENSG00000067836"
"3813","KDM6B","ENSG00000132510"
"3814","TCTE1","ENSG00000146221"
"3815","SAMD9L","ENSG00000177409"
"3816","RAB9B","ENSG00000123570"
"3817","PPFIA3","ENSG00000177380"
"3818","LRRC75A","ENSG00000181350"
"3819","MFSD3","ENSG00000167700"
"3820","TTBK1","ENSG00000146216"
"3821","XKRX","ENSG00000182489"
"3822","ARRDC3","ENSG00000113369"
"3823","INPP5J","ENSG00000185133"
"3824","TCP10L2","ENSG00000166984"
"3825","SCCPDH","ENSG00000143653"
"3826","PTPLAD2","ENSG00000188921"
"3827","PLEKHG5","ENSG00000171680"
"3828","CTB-55O6.8","ENSG00000141854"
"3829","HN1","ENSG00000189159"
"3830","PPARGC1B","ENSG00000155846"
"3831","ANLN","ENSG00000011426"
"3832","IRF1","ENSG00000125347"
"3833","CDR2L","ENSG00000109089"
"3834","KAZALD1","ENSG00000107821"
"3835","FAM57B","ENSG00000149926"
"3836","NEUROG3","ENSG00000122859"
"3837","PBK","ENSG00000168078"
"3838","CDC42EP3","ENSG00000163171"
"3839","ATXN7L1","ENSG00000146776"
"3840","ZNF780A","ENSG00000197782"
"3841","PHLDA2","ENSG00000181649"
"3842","RNF130","ENSG00000113269"
"3843","CEACAM8","ENSG00000124469"
"3844","SEZ6L2","ENSG00000174938"
"3845","CHST12","ENSG00000136213"
"3846","NCK2","ENSG00000071051"
"3847","SHC2","ENSG00000129946"
"3848","IL4I1","ENSG00000104951"
"3849","C21orf62","ENSG00000205929"
"3850","RP1L1","ENSG00000183638"
"3851","PSORS1C2","ENSG00000204538"
"3852","FGFR2","ENSG00000066468"
"3853","HTRA4","ENSG00000169495"
"3854","E2F8","ENSG00000129173"
"3855","RRAS2","ENSG00000133818"
"3856","HIST1H4J","ENSG00000197238"
"3857","GALNT3","ENSG00000115339"
"3858","LKAAEAR1","ENSG00000171695"
"3859","PIANP","ENSG00000139200"
"3860","NOG","ENSG00000183691"
"3861","BACH1","ENSG00000156273"
"3862","CLDN12","ENSG00000157224"
"3863","PRDM4","ENSG00000110851"
"3864","P2RY4","ENSG00000186912"
"3865","ASIP","ENSG00000101440"
"3866","EPHB1","ENSG00000154928"
"3867","DDX4","ENSG00000152670"
"3868","CAPG","ENSG00000042493"
"3869","ACBD7","ENSG00000176244"
"3870","CAMK1","ENSG00000134072"
"3871","LBH","ENSG00000213626"
"3872","CDH23","ENSG00000107736"
"3873","MITF","ENSG00000187098"
"3874","FSD1L","ENSG00000106701"
"3875","IRGM","ENSG00000237693"
"3876","DEF8","ENSG00000140995"
"3877","LRRC4","ENSG00000128594"
"3878","CCNE1","ENSG00000105173"
"3879","NFKBID","ENSG00000167604"
"3880","GOLGA8O","ENSG00000206127"
"3881","VSTM4","ENSG00000165633"
"3882","PODN","ENSG00000174348"
"3883","SLC10A4","ENSG00000145248"
"3884","CXADR","ENSG00000154639"
"3885","SPTBN5","ENSG00000137877"
"3886","MC5R","ENSG00000176136"
"3887","DEPTOR","ENSG00000155792"
"3888","BMPER","ENSG00000164619"
"3889","RASGRF1","ENSG00000058335"
"3890","EFHC2","ENSG00000183690"
"3891","TNFRSF11A","ENSG00000141655"
"3892","CENPE","ENSG00000138778"
"3893","RDH13","ENSG00000160439"
"3894","CD97","ENSG00000123146"
"3895","ANGPTL1","ENSG00000116194"
"3896","CKB","ENSG00000166165"
"3897","CBS","ENSG00000160200"
"3898","UPK1A","ENSG00000105668"
"3899","KRTAP16-1","ENSG00000212657"
"3900","SLC41A2","ENSG00000136052"
"3901","TEX9","ENSG00000151575"
"3902","RHBDF2","ENSG00000129667"
"3903","ALOX15","ENSG00000161905"
"3904","PTH1R","ENSG00000160801"
"3905","SH3TC1","ENSG00000125089"
"3906","TUBA1C","ENSG00000167553"
"3907","SPSB1","ENSG00000171621"
"3908","CALCRL","ENSG00000064989"
"3909","C10orf54","ENSG00000107738"
"3910","MAGI2","ENSG00000187391"
"3911","ZNRF1","ENSG00000186187"
"3912","OAT","ENSG00000065154"
"3913","ICOSLG","ENSG00000160223"
"3914","PRSS12","ENSG00000164099"
"3915","PIEZO1","ENSG00000103335"
"3916","HOXA9","ENSG00000078399"
"3917","C12orf5","ENSG00000078237"
"3918","PBX1","ENSG00000185630"
"3919","TMEM163","ENSG00000152128"
"3920","AIM1L","ENSG00000176092"
"3921","FEM1A","ENSG00000141965"
"3922","NT5DC3","ENSG00000111696"
"3923","ARMCX2","ENSG00000184867"
"3924","EPHA2","ENSG00000142627"
"3925","PLEKHB1","ENSG00000021300"
"3926","SLC22A4","ENSG00000197208"
"3927","EZR","ENSG00000092820"
"3928","SOWAHD","ENSG00000187808"
"3929","FAM126A","ENSG00000122591"
"3930","CYP2E1","ENSG00000130649"
"3931","HECW2","ENSG00000138411"
"3932","HGF","ENSG00000019991"
"3933","MRPL18","ENSG00000112110"
"3934","TLR1","ENSG00000174125"
"3935","ERICH3","ENSG00000178965"
"3936","HRSP12","ENSG00000132541"
"3937","METTL8","ENSG00000123600"
"3938","ANKRD61","ENSG00000157999"
"3939","CYSLTR1","ENSG00000173198"
"3940","TMIE","ENSG00000181585"
"3941","YWHAH","ENSG00000128245"
"3942","HGH1","ENSG00000235173"
"3943","RUNDC3A","ENSG00000108309"
"3944","F11","ENSG00000088926"
"3945","ASPDH","ENSG00000204653"
"3946","FAM83F","ENSG00000133477"
"3947","MSI2","ENSG00000153944"
"3948","CCDC80","ENSG00000091986"
"3949","VAMP5","ENSG00000168899"
"3950","ZNF662","ENSG00000182983"
"3951","GRN","ENSG00000030582"
"3952","NAPSA","ENSG00000131400"
"3953","NRROS","ENSG00000174004"
"3954","ATP1A4","ENSG00000132681"
"3955","EFCAB12","ENSG00000172771"
"3956","SMPD3","ENSG00000103056"
"3957","ZNF772","ENSG00000197128"
"3958","COL5A2","ENSG00000204262"
"3959","SRPK3","ENSG00000184343"
"3960","EMP3","ENSG00000142227"
"3961","CECR1","ENSG00000093072"
"3962","DEFB124","ENSG00000180383"
"3963","TYRO3","ENSG00000092445"
"3964","LAYN","ENSG00000204381"
"3965","SNX32","ENSG00000172803"
"3966","LRCH1","ENSG00000136141"
"3967","EZH2","ENSG00000106462"
"3968","GAL3ST4","ENSG00000197093"
"3969","TEX22","ENSG00000226174"
"3970","PSCA","ENSG00000167653"
"3971","ARPP21","ENSG00000172995"
"3972","CALHM2","ENSG00000138172"
"3973","MEIS2","ENSG00000134138"
"3974","ART3","ENSG00000156219"
"3975","LIPG","ENSG00000101670"
"3976","NTRK1","ENSG00000198400"
"3977","TMEM240","ENSG00000205090"
"3978","VPS37D","ENSG00000176428"
"3979","NOTCH2","ENSG00000134250"
"3980","FAM166A","ENSG00000188163"
"3981","P2RX5-TAX1BP3","ENSG00000257950"
"3982","SLC6A12","ENSG00000111181"
"3983","PLXNA1","ENSG00000114554"
"3984","FAM19A1","ENSG00000183662"
"3985","TLX2","ENSG00000115297"
"3986","ARHGEF10L","ENSG00000074964"
"3987","SLC25A33","ENSG00000171612"
"3988","GRM2","ENSG00000164082"
"3989","ZSCAN20","ENSG00000121903"
"3990","TNFRSF10D","ENSG00000173530"
"3991","ACP6","ENSG00000162836"
"3992","PDGFC","ENSG00000145431"
"3993","MYLIP","ENSG00000007944"
"3994","BBC3","ENSG00000105327"
"3995","SLC16A5","ENSG00000170190"
"3996","SCPEP1","ENSG00000121064"
"3997","BOLA1","ENSG00000178096"
"3998","SOX30","ENSG00000039600"
"3999","IRS1","ENSG00000169047"
"4000","RCBTB2","ENSG00000136161"
"4001","FSBP","ENSG00000265817"
"4002","IRAK2","ENSG00000134070"
"4003","FBXO40","ENSG00000163833"
"4004","ZNF563","ENSG00000188868"
"4005","ZNF117","ENSG00000152926"
"4006","ZNF626","ENSG00000188171"
"4007","ARMC12","ENSG00000157343"
"4008","ZNRF3","ENSG00000183579"
"4009","ISG15","ENSG00000187608"
"4010","TESK2","ENSG00000070759"
"4011","GCHFR","ENSG00000137880"
"4012","UPB1","ENSG00000100024"
"4013","SAC3D1","ENSG00000168061"
"4014","TNFRSF10C","ENSG00000173535"
"4015","CAPS2","ENSG00000180881"
"4016","BTG3","ENSG00000154640"
"4017","IL22RA1","ENSG00000142677"
"4018","TSGA13","ENSG00000213265"
"4019","TBC1D2B","ENSG00000167202"
"4020","ELOVL7","ENSG00000164181"
"4021","EPOR","ENSG00000187266"
"4022","TNFSF10","ENSG00000121858"
"4023","STAB2","ENSG00000136011"
"4024","PPAP2C","ENSG00000141934"
"4025","TRIM6","ENSG00000121236"
"4026","ARL4C","ENSG00000188042"
"4027","PIP5KL1","ENSG00000167103"
"4028","ZNF891","ENSG00000214029"
"4029","CD151","ENSG00000177697"
"4030","PLEKHH3","ENSG00000068137"
"4031","DAGLA","ENSG00000134780"
"4032","ZC2HC1B","ENSG00000118491"
"4033","WNT3A","ENSG00000154342"
"4034","PCK1","ENSG00000124253"
"4035","PROB1","ENSG00000228672"
"4036","RTN4RL1","ENSG00000185924"
"4037","IL5RA","ENSG00000091181"
"4038","SEZ6L","ENSG00000100095"
"4039","LPPR3","ENSG00000129951"
"4040","PI4K2A","ENSG00000155252"
"4041","CYP26A1","ENSG00000095596"
"4042","LMOD2","ENSG00000170807"
"4043","MYO1F","ENSG00000142347"
"4044","PTPN14","ENSG00000152104"
"4045","WISP3","ENSG00000112761"
"4046","POTEF","ENSG00000196604"
"4047","CFB","ENSG00000243649"
"4048","KIAA1024","ENSG00000169330"
"4049","PHKA1","ENSG00000067177"
"4050","BICD2","ENSG00000185963"
"4051","NUTM2F","ENSG00000130950"
"4052","OR10AD1","ENSG00000172640"
"4053","OTX1","ENSG00000115507"
"4054","MATN1","ENSG00000162510"
"4055","RNF224","ENSG00000233198"
"4056","FAT2","ENSG00000086570"
"4057","FAM81B","ENSG00000153347"
"4058","PLK5","ENSG00000185988"
"4059","ZC4H2","ENSG00000126970"
"4060","CEP128","ENSG00000100629"
"4061","SLAIN1","ENSG00000139737"
"4062","EIF4A3","ENSG00000141543"
"4063","SNCB","ENSG00000074317"
"4064","GYPB","ENSG00000250361"
"4065","PPM1E","ENSG00000175175"
"4066","CYP2W1","ENSG00000073067"
"4067","CKMT2","ENSG00000131730"
"4068","AHI1","ENSG00000135541"
"4069","EDN3","ENSG00000124205"
"4070","RFTN2","ENSG00000162944"
"4071","MEGF10","ENSG00000145794"
"4072","SQLE","ENSG00000104549"
"4073","DTX4","ENSG00000110042"
"4074","SLC5A10","ENSG00000154025"
"4075","SHISA7","ENSG00000187902"
"4076","MGAT5B","ENSG00000167889"
"4077","SLC1A5","ENSG00000105281"
"4078","ALS2CR12","ENSG00000155749"
"4079","RAPGEF4","ENSG00000091428"
"4080","FJX1","ENSG00000179431"
"4081","NOS1","ENSG00000089250"
"4082","NYAP1","ENSG00000166924"
"4083","ARHGAP18","ENSG00000146376"
"4084","KNG1","ENSG00000113889"
"4085","NPIPA2","ENSG00000254852"
"4086","PLEKHD1","ENSG00000175985"
"4087","IVNS1ABP","ENSG00000116679"
"4088","INMT","ENSG00000241644"
"4089","CYGB","ENSG00000161544"
"4090","NFAT5","ENSG00000102908"
"4091","MTRNR2L3","ENSG00000256222"
"4092","TIGIT","ENSG00000181847"
"4093","FAM132B","ENSG00000178752"
"4094","PLS1","ENSG00000120756"
"4095","KLHL13","ENSG00000003096"
"4096","SLC9A3","ENSG00000066230"
"4097","SHISA2","ENSG00000180730"
"4098","ARC","ENSG00000198576"
"4099","CHI3L1","ENSG00000133048"
"4100","SLC2A6","ENSG00000160326"
"4101","PTPN6","ENSG00000111679"
"4102","MGAM","ENSG00000257335"
"4103","JPH3","ENSG00000154118"
"4104","EID1","ENSG00000255302"
"4105","GRID2IP","ENSG00000215045"
"4106","ADM5","ENSG00000224420"
"4107","C22orf15","ENSG00000169314"
"4108","CCDC114","ENSG00000105479"
"4109","ZC3H12B","ENSG00000102053"
"4110","IGFALS","ENSG00000099769"
"4111","INHBE","ENSG00000139269"
"4112","PSRC1","ENSG00000134222"
"4113","NR6A1","ENSG00000148200"
"4114","DRD3","ENSG00000151577"
"4115","EFNA3","ENSG00000143590"
"4116","MUC5AC","ENSG00000215182"
"4117","SARDH","ENSG00000123453"
"4118","ACACB","ENSG00000076555"
"4119","KIF25","ENSG00000125337"
"4120","SLC13A5","ENSG00000141485"
"4121","KCNE1","ENSG00000180509"
"4122","PALM2","ENSG00000243444"
"4123","LAMA2","ENSG00000196569"
"4124","C2orf16","ENSG00000221843"
"4125","HLF","ENSG00000108924"
"4126","TRPC5","ENSG00000072315"
"4127","FAM182B","ENSG00000175170"
"4128","DYNLRB2","ENSG00000168589"
"4129","SPATA13","ENSG00000182957"
"4130","DNAAF2","ENSG00000165506"
"4131","KLF2","ENSG00000127528"
"4132","AOC3","ENSG00000131471"
"4133","SAG","ENSG00000130561"
"4134","VWA2","ENSG00000165816"
"4135","MLKL","ENSG00000168404"
"4136","AXDND1","ENSG00000162779"
"4137","DNAJB8","ENSG00000179407"
"4138","SPTSSB","ENSG00000196542"
"4139","NINJ2","ENSG00000171840"
"4140","CD164L2","ENSG00000174950"
"4141","PLEKHS1","ENSG00000148735"
"4142","F8","ENSG00000185010"
"4143","SH2D3C","ENSG00000095370"
"4144","USP17L7","ENSG00000226430"
"4145","FBXO39","ENSG00000177294"
"4146","ECE2","ENSG00000145194"
"4147","DYRK3","ENSG00000143479"
"4148","RAB42","ENSG00000188060"
"4149","NPIPA8","ENSG00000214940"
"4150","CUX2","ENSG00000111249"
"4151","FAM186A","ENSG00000185958"
"4152","LILRB3","ENSG00000204577"
"4153","DUSP16","ENSG00000111266"
"4154","FHIT","ENSG00000189283"
"4155","ITGA2","ENSG00000164171"
"4156","GRIN3B","ENSG00000116032"
"4157","ALG10B","ENSG00000175548"
"4158","C21orf58","ENSG00000160298"
"4159","MPZL2","ENSG00000149573"
"4160","SLC39A4","ENSG00000147804"
"4161","WNT4","ENSG00000162552"
"4162","RNFT2","ENSG00000135119"
"4163","PPP1R17","ENSG00000106341"
"4164","EMR2","ENSG00000127507"
"4165","PFKFB2","ENSG00000123836"
"4166","RAB19","ENSG00000146955"
"4167","TAS2R3","ENSG00000127362"
"4168","CMTM2","ENSG00000140932"
"4169","TMEM178B","ENSG00000261115"
"4170","BAI1","ENSG00000181790"
"4171","RHAG","ENSG00000112077"
"4172","TAF7L","ENSG00000102387"
"4173","NPPC","ENSG00000163273"
"4174","MOG","ENSG00000204655"
"4175","MUC5B","ENSG00000117983"
"4176","SORCS3","ENSG00000156395"
"4177","ZBTB32","ENSG00000011590"
"4178","FHAD1","ENSG00000142621"
"4179","RPS6KA2","ENSG00000071242"
"4180","CSRNP1","ENSG00000144655"
"4181","UFSP1","ENSG00000176125"
"4182","SMIM14","ENSG00000163683"
"4183","SLC9C2","ENSG00000162753"
"4184","FMNL2","ENSG00000157827"
"4185","PLS3","ENSG00000102024"
"4186","PMFBP1","ENSG00000118557"
"4187","CHST2","ENSG00000175040"
"4188","PDZD2","ENSG00000133401"
"4189","ENPP4","ENSG00000001561"
"4190","ADH1A","ENSG00000187758"
"4191","MMP20","ENSG00000137674"
"4192","NTSR1","ENSG00000101188"
"4193","CDO1","ENSG00000129596"
"4194","GALNT16","ENSG00000100626"
"4195","OR2AE1","ENSG00000244623"
"4196","AKR1C1","ENSG00000187134"
"4197","LGI4","ENSG00000153902"
"4198","HYAL3","ENSG00000186792"
"4199","ALG1L","ENSG00000189366"
"4200","CXCL13","ENSG00000156234"
"4201","MUC16","ENSG00000181143"
"4202","FAM83D","ENSG00000101447"
"4203","LUZP1","ENSG00000169641"
"4204","CTSG","ENSG00000100448"
"4205","ORM1","ENSG00000229314"
"4206","NT5C1A","ENSG00000116981"
"4207","ALDOC","ENSG00000109107"
"4208","RIN1","ENSG00000174791"
"4209","RNGTT","ENSG00000111880"
"4210","XXYLT1","ENSG00000173950"
"4211","SOX6","ENSG00000110693"
"4212","CCDC134","ENSG00000100147"
"4213","RENBP","ENSG00000102032"
"4214","LINC00675","ENSG00000263429"
"4215","ITGA6","ENSG00000091409"
"4216","NUP43","ENSG00000120253"
"4217","MNS1","ENSG00000138587"
"4218","RNF138","ENSG00000134758"
"4219","AMZ1","ENSG00000174945"
"4220","LRRC56","ENSG00000161328"
"4221","LRP4","ENSG00000134569"
"4222","BTN3A2","ENSG00000186470"
"4223","TCEANC2","ENSG00000116205"
"4224","CLDN19","ENSG00000164007"
"4225","GPR150","ENSG00000178015"
"4226","CDC7","ENSG00000097046"
"4227","GH1","ENSG00000259384"
"4228","ARID3A","ENSG00000116017"
"4229","ZNF559-ZNF177","ENSG00000270011"
"4230","PRDM15","ENSG00000141956"
"4231","ANKRD29","ENSG00000154065"
"4232","RANBP3L","ENSG00000164188"
"4233","UPK2","ENSG00000110375"
"4234","STAG3","ENSG00000066923"
"4235","VIPR2","ENSG00000106018"
"4236","KANK3","ENSG00000186994"
"4237","AKAP2","ENSG00000241978"
"4238","PEX12","ENSG00000108733"
"4239","PHACTR3","ENSG00000087495"
"4240","MMP23B","ENSG00000189409"
"4241","PFKP","ENSG00000067057"
"4242","MLXIP","ENSG00000175727"
"4243","RNF41","ENSG00000181852"
"4244","ADAM21","ENSG00000139985"
"4245","SCN4A","ENSG00000007314"
"4246","TSPAN12","ENSG00000106025"
"4247","AAED1","ENSG00000158122"
"4248","TLR6","ENSG00000174130"
"4249","SCGB1C1","ENSG00000188076"
"4250","LINGO2","ENSG00000174482"
"4251","TBX21","ENSG00000073861"
